Размер;"Категория товара";Коллекция;"Вес изделия в упаковке";Бренд;"Страна производства";Линейка;Артикул;Размер;"Степень теплоты";"Степень поддержки";"Размер наволочек";"Размер пододеяльника";"Размер простыни";"Тип простыни";Высота;Наполнитель;"Наполнитель чехла";"Наполнитель ядра";"Вес наполнителя";"Вес наполнителя чехла";"Вес наполнителя ядра";Ткань;"Состав ткани";"Тип застежки";"Тип застежки наволочки";"Тип застежки пододеяльника";"Тип крепления";"Тип стежки";Окантовка;Упаковка;"Тип упаковки";"Количество в упаковке";Материал;Плотность;ШтрихКод;Производитель;Цвет;"Ткань верха";"Ткань низ";Состав;Номенклатура;Количество;Цена;Фото;Описание
;"Комплект постельного белья";;;"AlViTek (АльВиТек)";;;АльВиТек-CJA-6-007;Евро;;;"50х70 (2шт.)+70х70 (2шт.)";200х220;220х240;Обычная;;;;;;;;"Сатин жаккард";;;;Молния;;;;Коробка;;;;;2000925561394;;;"Жаккард А ( 50% хлопок+50% вискоза )";"Сатин В ( 100 % хлопок )";;"CJA-6-007 КПБ Евро Сатин Жаккард нав-ки ( 70х70х2 шт+50х70х2шт ) в коробке АльВиТек";5;2721;http://alvitek.com.ru/upload/iblock/cc6/cc62dd7a3f1e5a7b3646edd4733fd265.jpeg;
;"Комплект постельного белья";;;"AlViTek (АльВиТек)";;;АльВиТек-CJA-6-008;Евро;;;"50х70 (2шт.)+70х70 (2шт.)";200х220;220х240;Обычная;;;;;;;;"Сатин жаккард";;;;Молния;;;;Коробка;;;;;2000925561400;;;"Жаккард А ( 50% хлопок+50% вискоза )";"Сатин В ( 100 % хлопок )";;"CJA-6-008 КПБ Евро Сатин Жаккард нав-ки ( 70х70х2 шт+50х70х2шт ) в коробке АльВиТек";4;2721;http://alvitek.com.ru/upload/iblock/40a/40a4c05a33149ad7724f84b90e13588e.jpeg;
;"Комплект постельного белья";;;"AlViTek (АльВиТек)";;;АльВиТек-CJA-6-009;Евро;;;"50х70 (2шт.)+70х70 (2шт.)";200х220;220х240;Обычная;;;;;;;;"Сатин жаккард";;;;Молния;;;;Коробка;;;;;2000925561417;;;"Жаккард А ( 50% хлопок+50% вискоза )";"Сатин В ( 100 % хлопок )";;"CJA-6-009 КПБ Евро Сатин Жаккард нав-ки ( 70х70х2 шт+50х70х2шт ) в коробке АльВиТек";5;2721;http://alvitek.com.ru/upload/iblock/f34/f340b8bb308e7867bac50d5b83c08efd.jpeg;
;"Комплект постельного белья";;;"AlViTek (АльВиТек)";;;АльВиТек-CJA-6-010;Евро;;;"50х70 (2шт.)+70х70 (2шт.)";200х220;220х240;Обычная;;;;;;;;"Сатин жаккард";;;;Молния;;;;Коробка;;;;;2000925561424;;;"Жаккард А ( 50% хлопок+50% вискоза )";"Сатин В ( 100 % хлопок )";;"CJA-6-010 КПБ Евро Сатин Жаккард нав-ки ( 70х70х2 шт+50х70х2шт ) в коробке АльВиТек";2;2721;http://alvitek.com.ru/upload/iblock/2d7/2d7ab62e8ea6b7b6792012f454e156e7.jpeg;
;"Комплект постельного белья";;;"AlViTek (АльВиТек)";;;АльВиТек-CJA-6-011;Евро;;;"50х70 (2шт.)+70х70 (2шт.)";200х220;220х240;Обычная;;;;;;;;"Сатин жаккард";;;;Молния;;;;Коробка;;;;;2000925561431;;;"Жаккард А ( 50% хлопок+50% вискоза )";"Сатин В ( 100 % хлопок )";;"CJA-6-011 КПБ Евро Сатин Жаккард нав-ки ( 70х70х2 шт+50х70х2шт ) в коробке АльВиТек";3;2721;http://alvitek.com.ru/upload/iblock/2ed/2ed4a6a98fa5a10023914b44f6bcbc5a.jpeg;
;"Комплект постельного белья";;;"AlViTek (АльВиТек)";;;АльВиТек-CJA-6-012;Евро;;;"50х70 (2шт.)+70х70 (2шт.)";200х220;220х240;Обычная;;;;;;;;"Сатин жаккард";;;;Молния;;;;Коробка;;;;;2000925561448;;;"Жаккард А ( 50% хлопок+50% вискоза )";"Сатин В ( 100 % хлопок )";;"CJA-6-012 КПБ Евро Сатин Жаккард нав-ки ( 70х70х2 шт+50х70х2шт ) в коробке АльВиТек";18;2721;http://alvitek.com.ru/upload/iblock/af8/af8dde91b3f1b73eb25418bb7267ef40.jpeg;
;"Комплект постельного белья";;;"AlViTek (АльВиТек)";;;АльВиТек-CJA-6-013;Евро;;;"50х70 (2шт.)+70х70 (2шт.)";200х220;220х240;Обычная;;;;;;;;"Сатин жаккард";;;;Молния;;;;Коробка;;;;;2000925561455;;;"Жаккард А ( 50% хлопок+50% вискоза )";"Сатин В ( 100 % хлопок )";;"CJA-6-013 КПБ Евро Сатин Жаккард нав-ки ( 70х70х2 шт+50х70х2шт ) в коробке АльВиТек";7;2721;http://alvitek.com.ru/upload/iblock/1c8/1c8638fdc669142ac2937b3c1050a995.jpeg;
;"Комплект постельного белья";;;"AlViTek (АльВиТек)";;;АльВиТек-CJA-6-014;Евро;;;"50х70 (2шт.)+70х70 (2шт.)";200х220;220х240;Обычная;;;;;;;;"Сатин жаккард";;;;Молния;;;;Коробка;;;;;2000925561462;;;"Жаккард А ( 50% хлопок+50% вискоза )";"Сатин В ( 100 % хлопок )";;"CJA-6-014 КПБ Евро Сатин Жаккард нав-ки ( 70х70х2 шт+50х70х2шт ) в коробке АльВиТек";3;2721;http://alvitek.com.ru/upload/iblock/c99/c99158eb55faa0a5c6620c65d47da350.jpeg;
;"Комплект постельного белья";;;"AlViTek (АльВиТек)";;;АльВиТек-CJA-6-015;Евро;;;"50х70 (2шт.)+70х70 (2шт.)";200х220;220х240;Обычная;;;;;;;;"Сатин жаккард";;;;Молния;;;;Коробка;;;;;2000925561479;;;"Жаккард А ( 50% хлопок+50% вискоза )";"Сатин В ( 100 % хлопок )";;"CJA-6-015 КПБ Евро Сатин Жаккард нав-ки ( 70х70х2 шт+50х70х2шт ) в коробке АльВиТек";8;2721;http://alvitek.com.ru/upload/iblock/4e1/4e1d25640676475fd597aabf248e4234.jpeg;
;"Комплект постельного белья";;;"AlViTek (АльВиТек)";;;АльВиТек-CJA-6-016;Евро;;;"50х70 (2шт.)+70х70 (2шт.)";200х220;220х240;Обычная;;;;;;;;"Сатин жаккард";;;;Молния;;;;Коробка;;;;;2000925561486;;;"Жаккард А ( 50% хлопок+50% вискоза )";"Сатин В ( 100 % хлопок )";;"CJA-6-016 КПБ Евро Сатин Жаккард нав-ки ( 70х70х2 шт+50х70х2шт ) в коробке АльВиТек";9;2721;http://alvitek.com.ru/upload/iblock/0b7/0b764caed0e6c1d7becb83f154ca5acf.jpeg;
;"Комплект постельного белья";;;"AlViTek (АльВиТек)";;;АльВиТек-CJA-7-001;"Семейное (2 пододеяльника)";;;"50х70 (2шт.)+70х70 (2шт.)";150х210-2шт.;220х240;Обычная;;;;;;;;"Сатин жаккард";;;;Молния;;;;Коробка;;;;;2000925561493;;;"Жаккард А ( 50% хлопок+50% вискоза )";"Сатин В ( 100 % хлопок )";;"CJA-7-001 КПБ Семейный Сатин Жаккард нав-ки ( 70х70х2 шт+50х70х2шт ) в коробке АльВиТек";9;3274;http://alvitek.com.ru/upload/iblock/2d2/2d2ce2d44045c4c8898656d93824e91a.jpeg;
;"Комплект постельного белья";;;"AlViTek (АльВиТек)";;;АльВиТек-CJA-7-002;"Семейное (2 пододеяльника)";;;"50х70 (2шт.)+70х70 (2шт.)";150х210-2шт.;220х240;Обычная;;;;;;;;"Сатин жаккард";;;;Молния;;;;Коробка;;;;;2000925561509;;;"Жаккард А ( 50% хлопок+50% вискоза )";"Сатин В ( 100 % хлопок )";;"CJA-7-002 КПБ Семейный Сатин Жаккард нав-ки ( 70х70х2 шт+50х70х2шт ) в коробке АльВиТек";9;3274;http://alvitek.com.ru/upload/iblock/79b/79b71342e8998f8b1a37eec807a6e2aa.jpeg;
;"Комплект постельного белья";;;"AlViTek (АльВиТек)";;;АльВиТек-CJA-7-003;"Семейное (2 пододеяльника)";;;"50х70 (2шт.)+70х70 (2шт.)";150х210-2шт.;220х240;Обычная;;;;;;;;"Сатин жаккард";;;;Молния;;;;Коробка;;;;;2000925561516;;;"Жаккард А ( 50% хлопок+50% вискоза )";"Сатин В ( 100 % хлопок )";;"CJA-7-003 КПБ Семейный Сатин Жаккард нав-ки ( 70х70х2 шт+50х70х2шт ) в коробке АльВиТек";9;3274;http://alvitek.com.ru/upload/iblock/c59/c596a454cb5d39dc31ee4295b419c047.jpeg;
;"Комплект постельного белья";;;"AlViTek (АльВиТек)";;;АльВиТек-CJA-7-004;"Семейное (2 пододеяльника)";;;"50х70 (2шт.)+70х70 (2шт.)";150х210-2шт.;220х240;Обычная;;;;;;;;"Сатин жаккард";;;;Молния;;;;Коробка;;;;;2000925561523;;;"Жаккард А ( 50% хлопок+50% вискоза )";"Сатин В ( 100 % хлопок )";;"CJA-7-004 КПБ Семейный Сатин Жаккард нав-ки ( 70х70х2 шт+50х70х2шт ) в коробке АльВиТек";7;3274;http://alvitek.com.ru/upload/iblock/73c/73ce36b7f9d4c4f0a111bd9ebd53837c.jpeg;
;"Простыня на резинке";"Простыня трикотажная на резинке";;"AlViTek (АльВиТек)";Россия;Стандарт;ПТР-ФУК-180;180х200+20;;;;;;"На резинке";;;;;;;;Трикотаж;"100% хлопок";;;;Резинка;;;"Прямоугольная ПВХ";;;;120г/м;2000925553955;;Фуксия;;;;"ПТР-ФУК-180(180) Фуксия простыня трикотажная на резинке 180х200х20";6;506;http://alvitek.com.ru/upload/iblock/293/29314437bfde94b81d5f68b14784313c.jpeg;
;"Набор полотенец";;;"Метеор Текстиль";Турция;;"Метеор -9482";40х60;;;;;;;;;;;;;;Вафля;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925543482;;;;;;"9482 BIONCE COFFE В  (40х60)х2шт в коробке Набор кухонный Метеор";14;190;http://alvitek.com.ru/upload/iblock/7ea/7ea25606b7e7dd69ca74a8c8495bbc25.jpeg;
;Полотенце;;;PHILIPPUS;Турция;;PHILIPPUS-9883;50х90;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;"Прямоугольная ПВХ на молнии";;"6 шт.";;480г/м;2000925543314;;;;;;"9883 VESPIRA  Хлопок 50х90 ( 6шт )  Полотенце PHILIPPUS";3;1292;http://alvitek.com.ru/upload/iblock/3b2/3b29446284624fda9abb08e7350ef3e4.jpeg;
;Полотенце;;;PHILIPPUS;Турция;;PHILIPPUS-9884;70х140;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;"Прямоугольная ПВХ на молнии";;"6 шт.";;480г/м;2000925543352;;;;;;"9884 VESPIRA  Хлопок 70х140 ( 6шт )  Полотенце PHILIPPUS";3;2696;http://alvitek.com.ru/upload/iblock/7b5/7b5b6c5b4a1b750bb0c495ca12f05863.jpeg;
;Полотенце;;;PHILIPPUS;Турция;;PHILIPPUS-9874;50х90;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;"Прямоугольная ПВХ на молнии";;"6 шт.";;480г/м;2000925543291;;;;;;"9874 MELVIN  Хлопок 50х90 ( 6шт )  Полотенце PHILIPPUS";2;1292;http://alvitek.com.ru/upload/iblock/c93/c93a452b38c22403cd97f8ee13ccb844.jpeg;
;Полотенце;;;PHILIPPUS;Турция;;PHILIPPUS-9864;70х140;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;"Прямоугольная ПВХ на молнии";;"6 шт.";;480г/м;2000925543338;;;;;;"9864 MELVIN  Хлопок 70х140 ( 6шт )  Полотенце PHILIPPUS";2;2696;http://alvitek.com.ru/upload/iblock/928/928aa19a60aff522c0f21fc384c8a51a.jpeg;
;Полотенце;;;PHILIPPUS;Турция;;PHILIPPUS-9640;70х140;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;"Прямоугольная ПВХ на молнии";;"6 шт.";;480г/м;2000925543321;;;;;;"9640 AMMON  Хлопок 70х140 ( 6шт )  Полотенце PHILIPPUS";3;2696;http://alvitek.com.ru/upload/iblock/646/646f970495cc781aaddfd34c89c869b3.jpeg;
;Подушка;"Для беременных";2,4кг;"AlViTek (АльВиТек)";Россия;Традиция;ПДБ-U280-МЛ;280х35;;Средняя;;;;;;;"Бамбуковое волокно,пэ";"Искуственный ""Лебяжий пух""";;"100 гр/кв.м";"2,1 кг";Микрофибра;"100%  пэ";;;;;"Многоигольная машина";;"Сумка оригинальная";;;;;4607048011652;;Белый;;;;"ПДБ-U280-МЛ Подушка ""Для беременных Бамбук-U-280""";11;924;http://alvitek.com.ru/upload/iblock/223/223d59558f912064b870ca07b44c8105.jpeg;"Подушки для беременных U-Образной формы имеют ряд особенностей. Наиболее подходит для женщин невысокого роста, а также кормящих матерей. Подушка для беременных U обеспечит поддержку головы и живота. Удобна для отдыха и кормления малыша. Чехол и наполнитель – абсолютно безалергенны, поэтому изделие зачастую кладут в кроватку малыша. Уменьшенное пространство кроватки и мягкие бортики создают новорожденному ощущение комфорта и защищенности."
;Подушка;"Для беременных";2,25кг;"AlViTek (АльВиТек)";Россия;Традиция;ПДБ-U280-МХ;280х35;;Средняя;;;;;;;"Бамбуковое волокно,пэ";"Холфит-шарики (15dх64)";;"100 гр/кв.м";"1,5 кг";Микрофибра;"100%  пэ";;;;;"Многоигольная машина";;"Сумка оригинальная";;;;;4607048011669;;Салатовый;;;;"ПДБ-U280-МХ Подушка ""Для беременных Бамбук-U-280""";9;725;http://alvitek.com.ru/upload/iblock/59c/59ce3d96905c622167a56756a9b0e6f7.jpeg;"Покупая подушку для беременных U – вы решаете сразу несколько задач. В период беременности у женщин смещается центр тяжести и привычное положение для отдыха уже невозможно. С помощью подушки U-образной формы будет легче сидеть и лежать. Также удобна для грудного вскармливания малыша. Положите ребенка на подушку – Ваши руки и позвоночник немного отдохнут. Изделие хорошо набито, наполнитель гипоаллергенный. Холфит-шарики обеспечивают упругость и не сваляются."
;Подушка;"Для беременных";2,3кг;"AlViTek (АльВиТек)";Россия;Традиция;ПДБ-U280-ТЛ;280х35;;Средняя;;;;;;"Искусственный ""Лебяжий пух""";;;"2,1 кг";;;Тик;"100%  пэ";;;;;;"Кант атласный";"Сумка оригинальная";;;;;4607048011676;;Шампань;;;;"ПДБ-U280-ТЛ Подушка ""Для беременных U-280""";6;907;http://alvitek.com.ru/upload/iblock/24c/24cebb227b850f918115d0988919e537.jpeg;"Какая самая идеальная подушка для беременных? Преимушества подушки для беременных U: одновременно поддерживает тело с двух сторон, что способствует  расслаблению спины; подушка для беременных помогает принять максимально удобное положение тела во время сна."
;Подушка;"Для беременных";2,1кг;"AlViTek (АльВиТек)";Россия;Традиция;ПДБ-U280-ТХ;280х35;;Средняя;;;;;;"Холфит-шарики (15dх64)";;;"1,4 кг";;;Тик;"100%  пэ";;;;;;"Кант атласный";"Сумка оригинальная";;;;;4607048011683;;Голубой;;;;"ПДБ-U280-ТХ Подушка ""Для беременных U-280""";4;671;http://alvitek.com.ru/upload/iblock/3b8/3b8dc96d048dc0d926653368018ebfae.jpeg;"Преимушества подушки для беременных U: одновременно поддерживает тело с двух сторон, что способствует  расслаблению спины; подушка для беременных помогает принять максимально удобное положение тела во время сна.
Подушка для беременных своими руками-хорошо. Но лучше доверить профессионалам, получиться точно дешевле."
